,job,company,country,address,time,link
51,"Back-End Developer (Java, Spring)",M_Service (MoMo),"
Vietnam
",Ho Chi Minh,2 ngày trước,https://itviec.com/viec-lam-it/back-end-developer-java-spring-m_service-momo-0206?lab_feature=preview_jd_page
52,"Backend Developer (Java, .NET)",HDBank,"
Vietnam
",Ho Chi Minh,2 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-net-hdbank-5223?lab_feature=preview_jd_page
53,Java Team Leader/ Senior - Up to 48M,"Toshiba Software Development (Viet Nam) Co, Ltd","
Japan
",Hot,2 ngày trước,https://itviec.com/viec-lam-it/java-team-leader-senior-up-to-48m-toshiba-software-development-viet-nam-co-ltd-3723?lab_feature=preview_jd_page
54,"Senior Back-end Engineer (Golang, Java)",Ninja Van Tech Lab,"
Singapore
",Ho Chi Minh,2 ngày trước,https://itviec.com/viec-lam-it/senior-back-end-engineer-golang-java-ninja-van-tech-lab-4759?lab_feature=preview_jd_page
55,"Software Developer (C/C++, Java)",SHINHAN DS,"
South Korea
",Ho Chi Minh,2 ngày trước,https://itviec.com/viec-lam-it/software-developer-c-c-java-shinhan-ds-1806?lab_feature=preview_jd_page
56,"Technical Architect (Java, AWS, GCP)","CADDI VIETNAM Co., Ltd.","
Japan
",Da Nang,3 ngày trước,https://itviec.com/viec-lam-it/technical-architect-java-aws-gcp-caddi-vietnam-co-ltd-3047?lab_feature=preview_jd_page
57,"Software Engineer (C/C++, Java) - DN",LG Vehicle Component Solutions Development Center Vietnam (LG VS DCV),"
Thứ 2 - Thứ 6
",Hot,3 ngày trước,https://itviec.com/viec-lam-it/software-engineer-c-c-java-dn-lg-vehicle-component-solutions-development-center-vietnam-lg-vs-dcv-1937?lab_feature=preview_jd_page
58,"Full Stack Developer (Java, JavaScript)",mgm technology partners Vietnam,"
Germany
",Ho Chi Minh,3 ngày trước,https://itviec.com/viec-lam-it/full-stack-developer-java-javascript-mgm-technology-partners-vietnam-2328?lab_feature=preview_jd_page
59,Android Developer (Java),Bosch Global Software Technologies Company Limited,"
Germany
",Da Nang,3 ngày trước,https://itviec.com/viec-lam-it/android-developer-java-bosch-global-software-technologies-company-limited-4504?lab_feature=preview_jd_page
60,[Fintech/ E-commerce] Backend Dev (Java),Velacorp,"
Thứ 2 - Thứ 6
",Ha Noi,3 ngày trước,https://itviec.com/viec-lam-it/fintech-e-commerce-backend-dev-java-velacorp-2019?lab_feature=preview_jd_page
61,"Test Engineer (QA QC, Tester, Java)",Swisslog Vietnam,"
Thứ 2 - Thứ 6
",Hot,3 ngày trước,https://itviec.com/viec-lam-it/test-engineer-qa-qc-tester-java-swisslog-vietnam-4316?lab_feature=preview_jd_page
62,Singapore Java Fullstack (Spring) ~$3000,Integro Technologies,"
Vietnam
",Ha Noi,3 ngày trước,https://itviec.com/viec-lam-it/singapore-java-fullstack-spring-3000-integro-technologies-4136?lab_feature=preview_jd_page
63,"CVC/CVCC Big Data (Java, Python, Oracle)",Ngân hàng TMCP Tiên Phong | TPBank ,"
Vietnam
",Ho Chi Minh,3 ngày trước,https://itviec.com/viec-lam-it/cvc-cvcc-big-data-java-python-oracle-ngan-hang-tmcp-tien-phong-tpbank-0820?lab_feature=preview_jd_page
64,Software Engineer (Java/C++),Coc Coc,"
Vietnam
",Hot,3 ngày trước,https://itviec.com/viec-lam-it/java-dev-linux-mysql-coc-coc-1438?lab_feature=preview_jd_page
65,"Senior Java Developer (Java, Spring)",VIET CAPITAL SECURITIES JOINT STOCK COMPANY,"
Vietnam
",Ho Chi Minh,3 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-viet-capital-securities-joint-stock-company-0252?lab_feature=preview_jd_page
66,"Java Developers (Spring,Oracle)",VNPT Media Software,"
Vietnam
",Ho Chi Minh,4 ngày trước,https://itviec.com/viec-lam-it/java-developers-spring-oracle-vnpt-media-software-3253?lab_feature=preview_jd_page
67,"Backend Leader (Java, Spring)",LARION,"
Vietnam
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/backend-leader-java-spring-larion-2959?lab_feature=preview_jd_page
68,"Senior/Team Leader Java (Java,Agile) ",Travel and Pay Software Solutions,"
Germany
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/senior-team-leader-java-java-agile-travel-and-pay-software-solutions-2914?lab_feature=preview_jd_page
69,"Java Developer (Mid, Senior)",Laudert Vietnam,"
Germany
",Ho Chi Minh,4 ngày trước,https://itviec.com/viec-lam-it/java-developer-mid-senior-laudert-vietnam-5405?lab_feature=preview_jd_page
70,"All Levels Java Dev (Spring, OOP)~$2500",Hybrid Technologies,"
Japan
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/all-levels-java-dev-spring-oop-2500-hybrid-technologies-5817?lab_feature=preview_jd_page
71,Senior Solution Dev Java/NodeJS/ReactJS,Otto International,"
Hong Kong
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/remote-solution-dev-java-nodejs-reactjs-otto-international-2337?lab_feature=preview_jd_page
72,"Java Engineer (J2EE, SQL) - Up to $2000",Swisslog Vietnam,"
Thứ 2 - Thứ 6
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/java-engineer-j2ee-sql-up-to-2000-swisslog-vietnam-4724?lab_feature=preview_jd_page
73,Software Engineer (Java/ React Native),Dat Bike,"
Vietnam
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/software-engineer-java-react-native-dat-bike-0200?lab_feature=preview_jd_page
74,Java Developer (Middle/Senior Level),"Lotte Data Communicaton Co., Ltd Vietnam","
Thứ 2 - Thứ 6
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/java-developer-middle-senior-level-lotte-data-communicaton-co-ltd-vietnam-1213?lab_feature=preview_jd_page
75,[All level] Java/.Net/ReactJS Dev ~$1000,Bkav,"
Thứ 2 - Thứ 7
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/all-level-java-net-reactjs-dev-1000-bkav-2613?lab_feature=preview_jd_page
76,.NET/Java/NodeJS Backend Developer ~40M,AT Soft,"
Vietnam
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/net-java-nodejs-backend-developer-40m-at-soft-1217?lab_feature=preview_jd_page
77,Urgent 05 Java FullStack Developer,Tap Hospitality Vietnam,"
Japan
",Ho Chi Minh,4 ngày trước,https://itviec.com/viec-lam-it/urgent-05-java-fullstack-developer-tap-hospitality-vietnam-4739?lab_feature=preview_jd_page
78,Senior Architect (.NET/Java/C#) - SOB,Netcompany,"
Thứ 2 - Thứ 6
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/senior-architect-net-java-c-sob-netcompany-4743?lab_feature=preview_jd_page
79,(Senior) IT Consultant (Java/.NET) - SOB,Netcompany,"
Thứ 2 - Thứ 6
",Ho Chi Minh,4 ngày trước,https://itviec.com/viec-lam-it/senior-it-consultant-java-net-c-sob-netcompany-5212?lab_feature=preview_jd_page
80,5 Mid Java Developers (SQL/Spring) ,Goline Corporation,"
Vietnam
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/5-mid-java-developers-sql-spring-goline-corporation-3705?lab_feature=preview_jd_page
81,Data Engineer Lead (Java/Python/Scala),OSP Software,"
Vietnam
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/leader-data-engineer-java-python-osp-software-2607?lab_feature=preview_jd_page
82,URGENT Sr Backend (Java/Ruby)-Upto $4500,GOGOX Tech Hub,"
Hong Kong
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/urgent-sr-backend-java-ruby-upto-4500-gogox-tech-hub-1636?lab_feature=preview_jd_page
83,Backend Engineer (Java),Hash Consulting Group,"
Singapore
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/backend-engineer-java-mysql-spring-hash-consulting-group-0040?lab_feature=preview_jd_page
84,Java / Golang Engineer (All levels),KBTG Vietnam,"
Thailand
",Hot,4 ngày trước,https://itviec.com/viec-lam-it/software-engineer-all-levels-java-go-kbtg-vietnam-0505?lab_feature=preview_jd_page
85,(Senior) Java Developer (HN/HCM),One Mount Group,"
Vietnam
",Ha Noi,4 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-hn-hcm-one-mount-group-3215?lab_feature=preview_jd_page
86,Senior Java Engineer - Up to $3000++,LINE Vietnam,"
South Korea
",Ho Chi Minh,5 ngày trước,https://itviec.com/viec-lam-it/senior-java-engineer-up-to-3000-line-vietnam-4225?lab_feature=preview_jd_page
87,"ZaloPay, Staff Software Engineer (Java)",VNG Corporation,"
Vietnam
",Hot,5 ngày trước,https://itviec.com/viec-lam-it/zalopay-staff-software-engineer-vng-corporation-4159?lab_feature=preview_jd_page
88,Mid/Senior Java Developer (JOING BONUS),ZAMO,"
Vietnam
",Ho Chi Minh,6 ngày trước,https://itviec.com/viec-lam-it/mid-senior-java-developer-joing-bonus-zamo-2408?lab_feature=preview_jd_page
89,Java Developer (Linux),DEK Technologies,"
Australia
",Ho Chi Minh,6 ngày trước,https://itviec.com/viec-lam-it/java-developer-linux-dek-technologies-1627?lab_feature=preview_jd_page
90,"10 Java Dev (Spring, PostgreSql) ~$2000",Tap Hospitality Vietnam,"
Japan
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/10-java-dev-spring-postgresql-2000-tap-hospitality-vietnam-1639?lab_feature=preview_jd_page
91,"Java Developer ( J2EE, Spring, English)",Innotech Vietnam Corporation,"
United States
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-time-flexible-innotech-vietnam-corporation-5638?lab_feature=preview_jd_page
92,"(Senior) Java Engineers (Spring, NoSQL)",Absolute Software (Vietnam) Ltd,"
Canada
",Hot,7 ngày trước,https://itviec.com/viec-lam-it/senior-java-engineers-spring-nosql-absolute-software-vietnam-ltd-5819?lab_feature=preview_jd_page
93,Mid/Senior Java Software Engineers,Katalon,"
United States
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/mid-senior-java-software-engineers-katalon-5107?lab_feature=preview_jd_page
94,Senior QA/ QC Engineer (Tester/Java) ,Absolute Software (Vietnam) Ltd,"
Canada
",Ha Noi,7 ngày trước,https://itviec.com/viec-lam-it/senior-qa-qc-engineer-tester-java-absolute-software-vietnam-ltd-5748?lab_feature=preview_jd_page
95,Technical Lead (.Net/Java/ Japanese),NEC Vietnam,"
Japan
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/senior-developer-technical-leader-nec-vietnam-5631?lab_feature=preview_jd_page
96,[Hybrid-HN] Senior Java Dev-Upto 2500$,SETA International Vietnam,"
United States
",Hot,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-spring-mysql-seta-international-vietnam-5207?lab_feature=preview_jd_page
97,Backend Developer (Java) ,Viettel Post (A Member of Viettel Group),"
Thứ 2 - Thứ 7
",Ha Noi,7 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-viettel-post-a-member-of-viettel-group-3445?lab_feature=preview_jd_page
98,Android Engineer (Java/ Kotlin),Fossil Vietnam,"
United States
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/android-engineer-java-kotlin-fossil-vietnam-3959?lab_feature=preview_jd_page
99,"Machine Learning Engineer (Java, Python)",Dai-ichi Life Việt Nam,"
Japan
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/machine-learning-engineer-java-python-dai-ichi-life-viet-nam-5455?lab_feature=preview_jd_page
100,10 Java Developer (Freshers + Junior),SAI Digital,"
Vietnam
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/10-java-developer-freshers-junior-sai-digital-1431?lab_feature=preview_jd_page
101,03 Backend Developer (Java/Scala),REVER,"
Vietnam
",Hot,11 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-scala-rever-1550?lab_feature=preview_jd_page
102,Sr/Principal Backend Java ~$5k - Hybrid,LeapXpert,"
Hong Kong
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/sr-principal-backend-java-5k-hybrid-leapxpert-3817?lab_feature=preview_jd_page
103,Java API Dev (Spring) Full Tet Bonus,Tyme,"
Singapore
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/java-api-developer-spring-tyme-2021?lab_feature=preview_jd_page
104,Backend Developer (Java/Spring/NodeJS),Công ty Cổ phần Chứng khoán KIS Việt Nam,"
Vietnam
",Hot,11 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-spring-nodejs-cong-ty-co-phan-chung-khoan-kis-viet-nam-5330?lab_feature=preview_jd_page
105,Android Engineer (Java Kotlin) ,Limeade (Tinypulse),"
United States
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/android-engineer-java-kotlin-limeade-tinypulse-2129?lab_feature=preview_jd_page
106,Senior 5 Java Backend Developer,LIG TECHNOLOGIES VIETNAM,"
Japan
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/senior-5-java-backend-developer-lig-technologies-vietnam-3838?lab_feature=preview_jd_page
107,"Sr Data Engineer (SQL/MySQL, Java, .Net)",Hung Thinh Corporation,"
Vietnam
",Ha Noi,11 ngày trước,https://itviec.com/viec-lam-it/sr-data-engineer-sql-mysql-java-net-hung-thinh-corporation-0028?lab_feature=preview_jd_page
108,"Senior DEVELOPER (Java, JSP, Spring)",Posco ICT Vietnam,51-150,Hot,14 ngày trước,https://itviec.com/viec-lam-it/senior-developer-java-jsp-spring-posco-ict-vietnam-5502?lab_feature=preview_jd_page
109,"Fullstack Developer (JAVA,.NET, PL/SQL)",HDBank,"
Vietnam
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/fullstack-developer-java-net-pl-sql-hdbank-3907?lab_feature=preview_jd_page
110,JAVA Developer (Mid/Sr) Remote Fulltime ,Open Web Technology,"
Vietnam
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/java-developer-mid-sr-remote-fulltime-open-web-technology-4759?lab_feature=preview_jd_page
111,"Backend Developer (Java, NodeJS, Python)","CQL CO., LTD","
Vietnam
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-nodejs-python-cql-co-ltd-0256?lab_feature=preview_jd_page
112,Java Technical Lead - Joining Bonus,ELCA,"
Switzerland
",Ha Noi,3 giờ trước,https://itviec.com/viec-lam-it/java-technical-lead-elca-4737?lab_feature=preview_jd_page
113,"Java Developer (OOP, Spring)",Muki Vietnam,"
Vietnam
",Hot,3 giờ trước,https://itviec.com/viec-lam-it/java-developer-oop-spring-muki-vietnam-5342?lab_feature=preview_jd_page
114,Oracle Developer (Java / OOP),CÔNG TY TNHH HIPTECH,"
Vietnam
",Ho Chi Minh,12 giờ trước,https://itviec.com/viec-lam-it/oracle-developer-java-oop-cong-ty-tnhh-hiptech-1614?lab_feature=preview_jd_page
115,Java Developer,BE Solutions,"
Singapore
",Ha Noi,12 giờ trước,https://itviec.com/viec-lam-it/java-developer-be-solutions-4951?lab_feature=preview_jd_page
116,"Backend Engineer (Java,SpringBoot)",Knorex ,"
Singapore
",Ho Chi Minh,12 giờ trước,https://itviec.com/viec-lam-it/backend-engineer-java-springboot-mysql-knorex-0959?lab_feature=preview_jd_page
117,"Java Developer (Spring, MySQL)",Spiraledge,"
United States
",Hot,12 giờ trước,https://itviec.com/viec-lam-it/java-developer-spring-mysql-spiraledge-3749?lab_feature=preview_jd_page
118,Android Developer(Java/Kotlin)-Up to 65M,NTT DATA VDS,"
Italy
",Ho Chi Minh,1 ngày trước,https://itviec.com/viec-lam-it/android-developer-java-kotlin-up-to-65m-ntt-data-vds-1505?lab_feature=preview_jd_page
119,"Web Developer (Cake PHP, Laravel, Java)",IVC (ISB Vietnam),"
Thứ 2 - Thứ 6
",Ho Chi Minh,1 ngày trước,https://itviec.com/viec-lam-it/web-developer-cake-php-laravel-java-ivc-isb-vietnam-2512?lab_feature=preview_jd_page
120,"Backend Developer (NodeJS, Java, Scala)",Sieu Viet Solution,"
Vietnam
",Ha Noi,6 ngày trước,https://itviec.com/viec-lam-it/backend-developer-nodejs-java-scala-sieu-viet-solution-0858?lab_feature=preview_jd_page
121,"Low-code Dev (Java, Angular, Salesforce)",DataHouse Asia,"
United States
",Ha Noi,6 ngày trước,https://itviec.com/viec-lam-it/low-code-dev-java-angular-salesforce-datahouse-asia-2435?lab_feature=preview_jd_page
122,Java Developer,FE CREDIT,"
Vietnam
",Da Nang,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-pega-system-fe-credit-2837?lab_feature=preview_jd_page
123,"Java Developer (MySQL, Spring)",GZONE MEDIA,"
Vietnam
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-mysql-spring-gzone-media-3448?lab_feature=preview_jd_page
124,"Java Developer (Spring Boot, J2EE)",Sutrix Solutions,"
Vietnam
",Da Nang,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-spring-j2ee-sutrix-solutions-3934?lab_feature=preview_jd_page
125,5 Java Fullstack Developer,HCL Vietnam Company Limited,"
India
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/5-java-fullstack-developer-hcl-vietnam-company-limited-0016?lab_feature=preview_jd_page
126,"Back-End Developer (Java, Spring)~3000$",Công ty Cổ phần Chứng khoán An Bình,"
Vietnam
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/back-end-developer-java-spring-3000-cong-ty-co-phan-chung-khoan-an-binh-4640?lab_feature=preview_jd_page
127,"Java Developer (Da Nang, HCMC)",mgm technology partners Vietnam,"
Germany
",Ho Chi Minh,7 ngày trước,https://itviec.com/viec-lam-it/java-developer-da-nang-hcmc-mgm-technology-partners-vietnam-2139?lab_feature=preview_jd_page
128,"Software Engineer (Java, Javascript)",Edulog Vietnam,"
United States
",Ha Noi,7 ngày trước,https://itviec.com/viec-lam-it/software-engineer-java-javascript-edulog-vietnam-0544?lab_feature=preview_jd_page
129,"Technical Lead (Java, ReactJS, AWS)",GFT Technologies Vietnam,"
Germany
",Ha Noi,7 ngày trước,https://itviec.com/viec-lam-it/technical-lead-java-reactjs-aws-gft-technologies-vietnam-0650?lab_feature=preview_jd_page
130,"QA Automation (Java, Selenium) ~ $2000",CODE88 COMPANY LIMITED,"
Singapore
",Ho Chi Minh,8 ngày trước,https://itviec.com/viec-lam-it/software-qa-automation-engineer-2-000-code88-company-limited-4221?lab_feature=preview_jd_page
131,02 Senior Java Developer (J2EE/Spring),Home Credit Vietnam ,"
Czechia
",Ho Chi Minh,8 ngày trước,https://itviec.com/viec-lam-it/02-senior-java-developer-j2ee-spring-home-credit-vietnam-1620?lab_feature=preview_jd_page
132,Senior/Team Leader Java (IoT/US) ~$3000,VMO Holdings,"
Thứ 2 - Thứ 6
",Ho Chi Minh,8 ngày trước,https://itviec.com/viec-lam-it/senior-team-leader-java-iot-us-3000-vmo-holdings-1943?lab_feature=preview_jd_page
133,"Java Devs (Spring Boot, Jquery, SQL)",DTS Software Vietnam,"
Japan
",Ha Noi,8 ngày trước,https://itviec.com/viec-lam-it/java-devs-spring-boot-jquery-sql-dts-software-vietnam-2956?lab_feature=preview_jd_page
134,Java Dev (Kotlin/VueJS/Azure)~2000$,Usol Vietnam,"
Thứ 2 - Thứ 6
",Ho Chi Minh,8 ngày trước,https://itviec.com/viec-lam-it/java-dev-kotlin-vuejs-azure-2000-usol-vietnam-4438?lab_feature=preview_jd_page
135,"Java Developers (OOP, SQL, Spring)",Codix,"
France
",Ha Noi,8 ngày trước,https://itviec.com/viec-lam-it/java-developers-oop-sql-spring-codix-4717?lab_feature=preview_jd_page
136,"AI Developers (Java, Python)",Ngân hàng TMCP Tiên Phong | TPBank ,"
Vietnam
",Ha Noi,9 ngày trước,https://itviec.com/viec-lam-it/ai-developers-java-python-ngan-hang-tmcp-tien-phong-tpbank-0814?lab_feature=preview_jd_page
137,Data Engineer (SQL/Python/Java),Jio Health,"
Vietnam
",Ha Noi,9 ngày trước,https://itviec.com/viec-lam-it/data-engineer-sql-python-java-jio-health-0831?lab_feature=preview_jd_page
138,"Middle Java Developer (Spring, MySQL)",Ominext,"
Japan
",Ho Chi Minh,9 ngày trước,https://itviec.com/viec-lam-it/middle-java-developer-spring-mysql-ominext-4338?lab_feature=preview_jd_page
139,"JAVA Developer (Spring, web) ~ 1600$",VNPT EPAY,"
Thứ 2 - Thứ 6
",Da Nang,9 ngày trước,https://itviec.com/viec-lam-it/java-developer-spring-web-1600-vnpt-epay-2525?lab_feature=preview_jd_page
140,Application Support (Java),Localize Direct,"
Sweden
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/solution-engineer-gaming-localize-direct-0538?lab_feature=preview_jd_page
141,CVCC Ứng dụng Core & Thẻ (Java/.NET),Ngân hàng TMCP Tiên Phong | TPBank ,"
Vietnam
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/cvcc-ung-dung-core-the-java-net-ngan-hang-tmcp-tien-phong-tpbank-0854?lab_feature=preview_jd_page
142,Junior/ Middle/ Senior Java Developers,Inceptionlabs,"
Singapore
",Ha Noi,10 ngày trước,https://itviec.com/viec-lam-it/junior-java-developers-inceptionlabs-1311?lab_feature=preview_jd_page
143,"Senior Java Developer (SQL, Spring)",Persol Process & Technology Việt Nam,"
Japan
",Ha Noi,10 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-sql-spring-persol-process-technology-viet-nam-5334?lab_feature=preview_jd_page
144,Lead Backend Engineer (Java),VinID (A member of One Mount Group),"
Vietnam
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/lead-backend-engineer-java-vinid-a-member-of-one-mount-group-3049?lab_feature=preview_jd_page
145,Backend Developer (NodeJS/Python/Java) ,BRICKMATE GROUP VIETNAM,"
South Korea
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/backend-developer-python-nodejs-java-brickmate-group-vietnam-1300?lab_feature=preview_jd_page
146,Lập trình viên Java/NodeJS/ReactJS,Trung tâm công nghệ thông tin MobiFone,"
Thứ 2 - Thứ 6
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/lap-trinh-vien-java-nodejs-reactjs-trung-tam-cong-nghe-thong-tin-mobifone-2233?lab_feature=preview_jd_page
147,JAVA Software Engineer,Adnovum Vietnam,"
Switzerland
",Ho Chi Minh,10 ngày trước,https://itviec.com/viec-lam-it/java-software-engineer-adnovum-vietnam-4328?lab_feature=preview_jd_page
148,Full-Stack Dev (Java/NodeJS - All Level),"Phoenix Renewable Services Co., Ltd","
United States
",Ha Noi,10 ngày trước,https://itviec.com/viec-lam-it/full-stack-developer-java-reactjs-all-phoenix-renewable-services-co-ltd-1619?lab_feature=preview_jd_page
149,"Android Developer (Native, Java)",Lozi,"
Vietnam
",Ha Noi,10 ngày trước,https://itviec.com/viec-lam-it/android-developer-native-java-lozi-3606?lab_feature=preview_jd_page
150,Senior Java Developer - Joining Bonus,SecuTix,"
Switzerland
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-secutix-5819?lab_feature=preview_jd_page
151,"[Urgent] - 03 Java Developer (J2EE, MVC)",Dai-ichi Life Việt Nam,"
Japan
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/urgent-03-java-developer-j2ee-mvc-dai-ichi-life-viet-nam-2513?lab_feature=preview_jd_page
152,"Sr/Lead Backend Engineers (Java, Spring)",EPAM,"
United States
",Ha Noi,11 ngày trước,https://itviec.com/viec-lam-it/sr-lead-backend-engineers-java-spring-epam-3953?lab_feature=preview_jd_page
153,"Software Engineer (Java, Spring)",EPAM,"
United States
",Da Nang,11 ngày trước,https://itviec.com/viec-lam-it/java-developers-spring-english-epam-4302?lab_feature=preview_jd_page
154,"Software Developer (PHP, Java, .NET)",Toàn Thắng,301-500,Ha Noi,11 ngày trước,https://itviec.com/viec-lam-it/software-developer-php-java-net-toan-thang-3830?lab_feature=preview_jd_page
155,"Backend Developer (Java, Spring, SQL)",TK LIGHTING JSC,"
Vietnam
",Da Nang,11 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-spring-sql-tk-lighting-jsc-5633?lab_feature=preview_jd_page
156,5 Junior Java Developer (Spring/SQL),Goline Corporation,"
Vietnam
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/5-junior-java-developer-spring-sql-goline-corporation-5459?lab_feature=preview_jd_page
157,Back-End Developer (Java) - Up to $2000,"Lotte Data Communicaton Co., Ltd Vietnam","
Thứ 2 - Thứ 6
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/back-end-developer-java-up-to-2000-lotte-data-communicaton-co-ltd-vietnam-5013?lab_feature=preview_jd_page
158,(Senior/Middle/Junior) Java Developer,Magnolia,"
Switzerland
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/senior-middle-junior-java-developer-magnolia-0631?lab_feature=preview_jd_page
159,10 Jr/Sr Backend Dev (NodeJS/Java/C++),NEXON DEV VINA ,"
South Korea
",Ho Chi Minh,11 ngày trước,https://itviec.com/viec-lam-it/10-jr-sr-backend-dev-nodejs-java-c-nexon-dev-vina-3132?lab_feature=preview_jd_page
160,"Application Dev (Java, C#, Oracle, SQL)",Kien Long Bank,"
Thứ 2 - Thứ 6
",Ha Noi,13 ngày trước,https://itviec.com/viec-lam-it/lap-trinh-vien-kien-long-bank-3910?lab_feature=preview_jd_page
161,Senior/ Leader Java Developer (Database),Vietsoftware International JSC,"
Vietnam
",Ho Chi Minh,13 ngày trước,https://itviec.com/viec-lam-it/senior-leader-java-developer-database-vietsoftware-international-jsc-5350?lab_feature=preview_jd_page
162,"Data Engineer Python, Java, Oracle 2000$",Công ty Cổ phần Chứng khoán An Bình,"
Vietnam
",Ha Noi,13 ngày trước,https://itviec.com/viec-lam-it/data-engineer-python-java-cong-ty-co-phan-chung-khoan-an-binh-5047?lab_feature=preview_jd_page
163,Java Architect,IT-Development Vietnam,"
France
",Ho Chi Minh,13 ngày trước,https://itviec.com/viec-lam-it/sr-java-architect-hcm-danang-it-development-vietnam-0637?lab_feature=preview_jd_page
164,"2 Backend Dev (Java, Spring, SQL)",BlueBottle Digital Việt Nam,"
Vietnam
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/2-backend-dev-java-spring-sql-bluebottle-digital-viet-nam-4856?lab_feature=preview_jd_page
165,Fullstack Developer (Java/ C#/ ReactJS),POETA,"
Canada
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/fullstack-developer-poeta-0310?lab_feature=preview_jd_page
166,"Data Engineer (SQL/ MySQL, Java/ .NET)",Hung Thinh Corporation,"
Vietnam
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/data-engineer-sql-mysql-java-net-hung-thinh-corporation-5659?lab_feature=preview_jd_page
167,Senior Software Dev (Java/MySQL/DevOps),MB Bank,"
Thứ 2 - Thứ 6
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/senior-software-developer-java-script-mb-bank-2854?lab_feature=preview_jd_page
168,All Level - Backend Dev (Java/NodeJS),Smartee Vina,"
South Korea
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/all-level-backend-dev-java-nodejs-smartee-vina-4019?lab_feature=preview_jd_page
169,"Jr/Sr Android Developer (Java, Kotlin)",CELEBe Korea,"
South Korea
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/jr-sr-android-developer-java-kotlin-celebe-korea-5423?lab_feature=preview_jd_page
170,Fullstack Developer (Java/ Angular),Velotrade,"
Hong Kong
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/fullstack-developer-java-angular-velotrade-2924?lab_feature=preview_jd_page
